order_item_id,order_id,product_id,quantity,unit_price,unit_cost,discount_pct
OI0009739,O005526,P0042,1,102.74,82.37,0.1
OI0009740,O005527,P0071,1,78.02,61.97,0.2
OI0009741,O005527,P0007,1,165.14,152.42,0.2
OI0009742,O005528,P0012,1,85.61,84.41,0.35
OI0009743,O005529,P0035,1,80.96,66.64,0.1
OI0009744,O005529,P0002,1,155.41,116.2,0.0
OI0009745,O005529,P0032,1,99.77,46.41,0.0
OI0009746,O005530,P0014,1,67.27,64.13,0.25
OI0009747,O005531,P0031,1,109.1,75.58,0.0
OI0009748,O005531,P0023,1,129.3,91.19,0.0
OI0009749,O005532,P0071,1,92.64,61.97,0.05
OI0009750,O005533,P0004,1,130.14,106.23,0.1
OI0009751,O005534,P0073,3,67.95,36.73,0.05
OI0009752,O005535,P0015,1,85.34,42.62,0.0
OI0009753,O005535,P0038,3,24.77,12.04,0.0
OI0009754,O005535,P0031,1,109.1,75.58,0.0
OI0009755,O005536,P0058,1,14.49,9.26,0.1
OI0009756,O005537,P0018,1,106.9,67.11,0.0
OI0009757,O005538,P0009,1,81.04,74.24,0.25
OI0009758,O005539,P0068,3,166.92,110.79,0.05
OI0009759,O005540,P0019,1,100.36,70.31,0.0
OI0009760,O005541,P0054,1,66.17,48.25,0.25
OI0009761,O005541,P0042,1,85.61,82.37,0.25
OI0009762,O005542,P0049,1,40.79,25.17,0.1
OI0009763,O005543,P0002,1,139.87,116.2,0.1
OI0009764,O005543,P0024,3,15.43,8.09,0.05
OI0009765,O005544,P0072,1,101.87,62.1,0.0
OI0009766,O005544,P0064,1,63.01,32.56,0.05
OI0009767,O005545,P0056,1,77.16,51.66,0.05
OI0009768,O005546,P0049,1,45.32,25.17,0.0
OI0009769,O005546,P0005,1,37.95,26.57,0.0
OI0009770,O005546,P0035,3,80.96,66.64,0.1
OI0009771,O005547,P0080,1,78.78,56.96,0.15
OI0009772,O005547,P0002,2,132.1,116.2,0.15
OI0009773,O005548,P0057,3,87.95,58.0,0.0
OI0009774,O005549,P0033,3,21.23,12.65,0.1
OI0009775,O005550,P0071,1,97.52,61.97,0.0
OI0009776,O005550,P0011,1,77.24,57.2,0.1
OI0009777,O005551,P0058,1,16.1,9.26,0.0
OI0009778,O005551,P0078,2,105.61,62.62,0.0
OI0009779,O005552,P0020,2,50.15,32.72,0.15
OI0009780,O005553,P0067,1,38.47,20.06,0.05
OI0009781,O005554,P0038,1,24.77,12.04,0.0
OI0009782,O005554,P0027,1,82.86,55.24,0.0
OI0009783,O005554,P0011,1,81.53,57.2,0.05
OI0009784,O005555,P0011,1,85.82,57.2,0.0
OI0009785,O005555,P0018,1,96.21,67.11,0.1
OI0009786,O005556,P0061,1,74.74,55.47,0.1
OI0009787,O005556,P0012,4,125.12,84.41,0.05
OI0009788,O005556,P0017,4,111.16,82.59,0.0
OI0009789,O005557,P0071,1,92.64,61.97,0.05
OI0009790,O005558,P0062,1,49.72,38.11,0.15
OI0009791,O005559,P0026,1,79.51,62.24,0.05
OI0009792,O005559,P0030,1,108.96,81.4,0.0
OI0009793,O005560,P0025,2,100.03,71.68,0.1
OI0009794,O005561,P0010,1,56.44,30.66,0.0
OI0009795,O005561,P0034,2,32.71,16.84,0.0
OI0009796,O005561,P0072,2,101.87,62.1,0.0
OI0009797,O005561,P0065,2,107.59,62.97,0.0
OI0009798,O005562,P0011,1,81.53,57.2,0.05
OI0009799,O005563,P0066,1,52.12,36.04,0.15
OI0009800,O005564,P0037,1,74.92,40.01,0.0
OI0009801,O005564,P0059,1,42.9,25.49,0.0
OI0009802,O005565,P0070,1,40.61,25.41,0.1
OI0009803,O005565,P0015,2,85.34,42.62,0.0
OI0009804,O005566,P0011,1,85.82,57.2,0.0
OI0009805,O005567,P0077,3,75.29,61.98,0.1
OI0009806,O005568,P0044,1,46.61,31.55,0.15
OI0009807,O005568,P0034,3,32.71,16.84,0.0
OI0009808,O005569,P0026,1,62.77,62.24,0.25
OI0009809,O005570,P0048,2,60.18,58.89,0.25
OI0009810,O005570,P0071,2,73.14,61.97,0.25
OI0009811,O005570,P0039,2,28.15,25.98,0.25
OI0009812,O005571,P0060,1,73.22,44.27,0.05
OI0009813,O005572,P0014,1,89.69,64.13,0.0
OI0009814,O005573,P0036,1,22.28,19.51,0.2
OI0009815,O005573,P0060,2,61.66,44.27,0.2
OI0009816,O005573,P0012,2,105.37,84.41,0.2
OI0009817,O005574,P0052,1,66.41,36.46,0.0
OI0009818,O005574,P0008,1,178.9,130.06,0.05
OI0009819,O005574,P0063,3,32.89,25.63,0.05
OI0009820,O005575,P0006,2,149.69,116.74,0.05
OI0009821,O005576,P0009,2,108.05,74.24,0.0
OI0009822,O005576,P0071,1,97.52,61.97,0.0
OI0009823,O005577,P0061,2,83.05,55.47,0.0
OI0009824,O005578,P0073,2,64.38,36.73,0.1
OI0009825,O005579,P0014,2,89.69,64.13,0.0
OI0009826,O005580,P0007,2,165.14,152.42,0.2
OI0009827,O005581,P0050,3,44.09,25.09,0.0
OI0009828,O005582,P0078,1,105.61,62.62,0.0
OI0009829,O005583,P0051,3,33.7,29.11,0.15
OI0009830,O005583,P0071,1,82.89,61.97,0.15
OI0009831,O005584,P0057,1,83.55,58.0,0.05
OI0009832,O005584,P0032,1,94.78,46.41,0.05
OI0009833,O005585,P0021,1,120.24,102.9,0.15
OI0009834,O005585,P0007,4,206.43,152.42,0.0
OI0009835,O005586,P0014,1,76.24,64.13,0.15
OI0009836,O005587,P0012,1,118.54,84.41,0.1
OI0009837,O005588,P0037,1,71.17,40.01,0.05
OI0009838,O005588,P0068,2,166.92,110.79,0.05
OI0009839,O005589,P0015,4,72.54,42.62,0.15
OI0009840,O005589,P0044,2,46.61,31.55,0.15
OI0009841,O005589,P0075,1,104.85,76.63,0.15
OI0009842,O005590,P0066,3,58.25,36.04,0.05
OI0009843,O005590,P0046,1,41.63,26.25,0.05
OI0009844,O005590,P0025,2,105.58,71.68,0.05
OI0009845,O005591,P0036,1,27.85,19.51,0.0
OI0009846,O005592,P0015,1,85.34,42.62,0.0
OI0009847,O005593,P0001,1,99.08,51.81,0.05
OI0009848,O005593,P0035,1,89.95,66.64,0.0
OI0009849,O005593,P0059,3,42.9,25.49,0.0
OI0009850,O005594,P0039,2,33.78,25.98,0.1
OI0009851,O005595,P0001,2,104.29,51.81,0.0
OI0009852,O005596,P0013,2,77.06,43.55,0.05
OI0009853,O005597,P0012,1,118.54,84.41,0.1
OI0009854,O005597,P0024,2,16.24,8.09,0.0
OI0009855,O005598,P0066,1,58.25,36.04,0.05
OI0009856,O005599,P0076,2,98.05,69.15,0.0
OI0009857,O005599,P0049,2,43.05,25.17,0.05
OI0009858,O005600,P0012,1,131.71,84.41,0.0
OI0009859,O005601,P0034,2,31.07,16.84,0.05
OI0009860,O005601,P0020,2,53.1,32.72,0.1
OI0009861,O005602,P0047,3,110.54,81.25,0.0
OI0009862,O005603,P0009,1,102.65,74.24,0.05
OI0009863,O005603,P0048,1,72.22,58.89,0.1
OI0009864,O005604,P0029,1,132.61,78.17,0.1
OI0009865,O005605,P0038,1,24.77,12.04,0.0
OI0009866,O005606,P0029,2,147.34,78.17,0.0
OI0009867,O005606,P0031,1,103.64,75.58,0.05
OI0009868,O005607,P0074,4,91.89,60.48,0.05
OI0009869,O005608,P0043,2,81.83,46.28,0.0
OI0009870,O005609,P0072,2,101.87,62.1,0.0
OI0009871,O005610,P0061,1,78.9,55.47,0.05
OI0009872,O005611,P0017,1,100.04,82.59,0.1
OI0009873,O005612,P0038,1,18.58,12.04,0.25
OI0009874,O005613,P0032,1,84.8,46.41,0.15
OI0009875,O005613,P0001,1,88.65,51.81,0.15
OI0009876,O005614,P0079,1,38.37,24.3,0.0
OI0009877,O005615,P0004,1,144.6,106.23,0.0
OI0009878,O005616,P0005,2,37.95,26.57,0.0
OI0009879,O005617,P0047,2,93.96,81.25,0.15
OI0009880,O005617,P0076,1,83.34,69.15,0.15
OI0009881,O005618,P0026,1,79.51,62.24,0.05
OI0009882,O005619,P0025,4,111.14,71.68,0.0
OI0009883,O005620,P0079,4,38.37,24.3,0.0
OI0009884,O005621,P0050,1,41.89,25.09,0.05
OI0009885,O005621,P0006,1,157.57,116.74,0.0
OI0009886,O005622,P0011,1,81.53,57.2,0.05
OI0009887,O005623,P0035,1,71.96,66.64,0.2
OI0009888,O005624,P0072,2,101.87,62.1,0.0
OI0009889,O005624,P0041,1,97.27,78.99,0.15
OI0009890,O005624,P0009,2,102.65,74.24,0.05
OI0009891,O005624,P0013,2,81.12,43.55,0.0
OI0009892,O005625,P0033,3,21.23,12.65,0.1
OI0009893,O005626,P0006,2,149.69,116.74,0.05
OI0009894,O005626,P0014,2,80.72,64.13,0.1
OI0009895,O005626,P0052,2,66.41,36.46,0.0
OI0009896,O005626,P0071,2,82.89,61.97,0.15
OI0009897,O005627,P0055,1,23.3,12.54,0.0
OI0009898,O005628,P0078,1,105.61,62.62,0.0
OI0009899,O005629,P0025,1,111.14,71.68,0.0
OI0009900,O005630,P0048,1,64.19,58.89,0.2
OI0009901,O005631,P0072,1,91.68,62.1,0.1
OI0009902,O005632,P0017,1,111.16,82.59,0.0
OI0009903,O005632,P0056,1,81.22,51.66,0.0
OI0009904,O005633,P0010,1,50.8,30.66,0.1
OI0009905,O005634,P0045,2,119.05,81.3,0.0
OI0009906,O005634,P0047,1,110.54,81.25,0.0
OI0009907,O005635,P0042,2,114.15,82.37,0.0
OI0009908,O005636,P0028,1,126.87,100.65,0.15
OI0009909,O005636,P0025,1,105.58,71.68,0.05
OI0009910,O005636,P0044,1,54.83,31.55,0.0
OI0009911,O005637,P0038,3,21.05,12.04,0.15
OI0009912,O005637,P0039,1,31.9,25.98,0.15
OI0009913,O005637,P0079,1,32.61,24.3,0.15
OI0009914,O005637,P0078,1,89.77,62.62,0.15
OI0009915,O005638,P0055,1,19.8,12.54,0.15
OI0009916,O005638,P0060,1,73.22,44.27,0.05
OI0009917,O005639,P0008,1,188.32,130.06,0.0
OI0009918,O005640,P0050,1,37.48,25.09,0.15
OI0009919,O005641,P0053,1,18.43,13.07,0.05
OI0009920,O005642,P0047,1,110.54,81.25,0.0
OI0009921,O005642,P0058,3,14.49,9.26,0.1
OI0009922,O005643,P0060,1,77.07,44.27,0.0
OI0009923,O005643,P0038,2,23.53,12.04,0.05
OI0009924,O005644,P0074,2,87.06,60.48,0.1
OI0009925,O005645,P0052,3,63.09,36.46,0.05
OI0009926,O005646,P0043,2,81.83,46.28,0.0
OI0009927,O005647,P0029,1,147.34,78.17,0.0
OI0009928,O005647,P0037,1,74.92,40.01,0.0
OI0009929,O005647,P0059,1,42.9,25.49,0.0
OI0009930,O005648,P0011,1,72.95,57.2,0.15
OI0009931,O005648,P0024,1,13.8,8.09,0.15
OI0009932,O005649,P0038,1,24.77,12.04,0.0
OI0009933,O005649,P0041,1,102.99,78.99,0.1
OI0009934,O005650,P0058,1,16.1,9.26,0.0
OI0009935,O005651,P0072,1,91.68,62.1,0.1
OI0009936,O005652,P0057,4,83.55,58.0,0.05
OI0009937,O005653,P0042,1,97.03,82.37,0.15
OI0009938,O005653,P0072,1,101.87,62.1,0.0
OI0009939,O005654,P0037,1,74.92,40.01,0.0
OI0009940,O005654,P0065,1,107.59,62.97,0.0
OI0009941,O005655,P0041,2,102.99,78.99,0.1
OI0009942,O005656,P0030,2,103.51,81.4,0.05
OI0009943,O005657,P0055,1,19.8,12.54,0.15
OI0009944,O005658,P0002,1,147.64,116.2,0.05
OI0009945,O005659,P0072,1,81.5,62.1,0.2
OI0009946,O005660,P0016,1,76.36,48.46,0.1
OI0009947,O005660,P0034,2,32.71,16.84,0.0
OI0009948,O005660,P0029,1,147.34,78.17,0.0
OI0009949,O005660,P0005,3,37.95,26.57,0.0
OI0009950,O005661,P0028,1,149.26,100.65,0.0
OI0009951,O005661,P0001,1,99.08,51.81,0.05
OI0009952,O005661,P0034,1,32.71,16.84,0.0
OI0009953,O005662,P0009,1,108.05,74.24,0.0
OI0009954,O005663,P0003,1,118.87,63.03,0.1
OI0009955,O005664,P0037,1,71.17,40.01,0.05
OI0009956,O005665,P0054,1,75.0,48.25,0.15
OI0009957,O005665,P0005,1,32.26,26.57,0.15
OI0009958,O005665,P0042,2,97.03,82.37,0.15
OI0009959,O005666,P0048,1,68.2,58.89,0.15
OI0009960,O005666,P0017,1,94.49,82.59,0.15
OI0009961,O005667,P0051,3,39.65,29.11,0.0
OI0009962,O005667,P0065,2,107.59,62.97,0.0
OI0009963,O005667,P0002,1,132.1,116.2,0.15
OI0009964,O005667,P0006,1,149.69,116.74,0.05
OI0009965,O005668,P0073,3,67.95,36.73,0.05
OI0009966,O005669,P0074,2,91.89,60.48,0.05
OI0009967,O005670,P0063,2,29.43,25.63,0.15
OI0009968,O005671,P0047,1,82.9,81.25,0.25
OI0009969,O005671,P0031,2,92.74,75.58,0.15
OI0009970,O005672,P0022,1,132.83,109.16,0.1
OI0009971,O005672,P0008,1,169.49,130.06,0.1
OI0009972,O005673,P0078,2,100.33,62.62,0.05
OI0009973,O005674,P0015,1,81.07,42.62,0.05
OI0009974,O005674,P0026,1,79.51,62.24,0.05
OI0009975,O005674,P0061,2,78.9,55.47,0.05
OI0009976,O005675,P0065,1,107.59,62.97,0.0
OI0009977,O005675,P0047,4,93.96,81.25,0.15
OI0009978,O005676,P0016,1,84.84,48.46,0.0
OI0009979,O005677,P0036,2,26.46,19.51,0.05
OI0009980,O005678,P0079,2,34.53,24.3,0.1
OI0009981,O005679,P0024,2,16.24,8.09,0.0
OI0009982,O005679,P0062,1,58.49,38.11,0.0
OI0009983,O005680,P0066,1,52.12,36.04,0.15
OI0009984,O005680,P0029,1,125.24,78.17,0.15
OI0009985,O005680,P0067,3,34.42,20.06,0.15
OI0009986,O005680,P0002,4,132.1,116.2,0.15
OI0009987,O005681,P0018,2,106.9,67.11,0.0
OI0009988,O005682,P0001,1,93.86,51.81,0.1
OI0009989,O005683,P0079,1,32.61,24.3,0.15
OI0009990,O005683,P0057,3,74.76,58.0,0.15
OI0009991,O005684,P0056,2,69.04,51.66,0.15
OI0009992,O005684,P0057,1,74.76,58.0,0.15
OI0009993,O005685,P0077,2,71.11,61.98,0.15
OI0009994,O005686,P0032,1,79.82,46.41,0.2
OI0009995,O005687,P0031,1,81.82,75.58,0.25
OI0009996,O005687,P0065,1,102.21,62.97,0.05
OI0009997,O005687,P0034,1,29.44,16.84,0.1
OI0009998,O005688,P0018,2,106.9,67.11,0.0
OI0009999,O005689,P0034,1,29.44,16.84,0.1
OI0010000,O005690,P0060,1,77.07,44.27,0.0
OI0010001,O005690,P0075,1,117.18,76.63,0.05
OI0010002,O005691,P0040,1,23.3,14.74,0.05
OI0010003,O005692,P0067,1,36.44,20.06,0.1
OI0010004,O005692,P0019,1,100.36,70.31,0.0
OI0010005,O005693,P0061,1,74.74,55.47,0.1
OI0010006,O005694,P0039,1,31.9,25.98,0.15
OI0010007,O005695,P0077,3,79.48,61.98,0.05
OI0010008,O005695,P0058,1,16.1,9.26,0.0
OI0010009,O005695,P0012,2,131.71,84.41,0.0
OI0010010,O005695,P0060,1,65.51,44.27,0.15
OI0010011,O005696,P0051,3,31.72,29.11,0.2
OI0010012,O005697,P0038,2,22.29,12.04,0.1
OI0010013,O005698,P0057,1,74.76,58.0,0.15
OI0010014,O005699,P0024,1,15.43,8.09,0.05
OI0010015,O005699,P0072,2,86.59,62.1,0.15
OI0010016,O005700,P0010,1,47.97,30.66,0.15
OI0010017,O005701,P0011,1,81.53,57.2,0.05
OI0010018,O005702,P0060,1,73.22,44.27,0.05
OI0010019,O005702,P0017,1,100.04,82.59,0.1
OI0010020,O005703,P0020,1,59.0,32.72,0.0
OI0010021,O005704,P0030,1,103.51,81.4,0.05
OI0010022,O005704,P0077,1,83.66,61.98,0.0
OI0010023,O005704,P0017,1,105.6,82.59,0.05
OI0010024,O005705,P0033,1,22.41,12.65,0.05
OI0010025,O005706,P0041,1,108.71,78.99,0.05
OI0010026,O005706,P0038,4,24.77,12.04,0.0
OI0010027,O005707,P0024,1,15.43,8.09,0.05
OI0010028,O005707,P0039,4,33.78,25.98,0.1
OI0010029,O005707,P0035,1,85.45,66.64,0.05
OI0010030,O005708,P0077,1,79.48,61.98,0.05
OI0010031,O005708,P0050,2,41.89,25.09,0.05
OI0010032,O005709,P0040,1,22.08,14.74,0.1
OI0010033,O005710,P0079,4,36.45,24.3,0.05
OI0010034,O005710,P0024,2,16.24,8.09,0.0
OI0010035,O005711,P0059,1,42.9,25.49,0.0
OI0010036,O005712,P0061,1,78.9,55.47,0.05
OI0010037,O005713,P0020,1,53.1,32.72,0.1
OI0010038,O005714,P0055,4,19.8,12.54,0.15
OI0010039,O005714,P0045,2,107.14,81.3,0.1
OI0010040,O005715,P0061,2,70.59,55.47,0.15
OI0010041,O005716,P0078,1,105.61,62.62,0.0
OI0010042,O005716,P0036,1,25.06,19.51,0.1
OI0010043,O005717,P0078,1,79.21,62.62,0.25
OI0010044,O005717,P0057,2,65.96,58.0,0.25
OI0010045,O005718,P0029,2,125.24,78.17,0.15
OI0010046,O005719,P0066,2,55.19,36.04,0.1
OI0010047,O005720,P0059,1,42.9,25.49,0.0
OI0010048,O005721,P0052,2,59.77,36.46,0.1
OI0010049,O005721,P0064,1,59.7,32.56,0.1
OI0010050,O005721,P0077,1,75.29,61.98,0.1
OI0010051,O005722,P0042,3,114.15,82.37,0.0
OI0010052,O005722,P0060,1,77.07,44.27,0.0
OI0010053,O005722,P0005,1,37.95,26.57,0.0
OI0010054,O005723,P0020,2,44.25,32.72,0.25
OI0010055,O005724,P0052,1,66.41,36.46,0.0
OI0010056,O005725,P0007,2,196.11,152.42,0.05
OI0010057,O005725,P0006,1,149.69,116.74,0.05
OI0010058,O005726,P0025,2,94.47,71.68,0.15
OI0010059,O005727,P0042,2,91.32,82.37,0.2
OI0010060,O005727,P0047,1,88.43,81.25,0.2
OI0010061,O005727,P0073,3,57.22,36.73,0.2
OI0010062,O005728,P0057,1,87.95,58.0,0.0
OI0010063,O005728,P0050,1,44.09,25.09,0.0
OI0010064,O005729,P0070,3,38.35,25.41,0.15
OI0010065,O005729,P0026,1,71.14,62.24,0.15
OI0010066,O005729,P0073,1,60.8,36.73,0.15
OI0010067,O005729,P0067,1,34.42,20.06,0.15
OI0010068,O005730,P0053,1,19.4,13.07,0.0
OI0010069,O005731,P0046,1,39.44,26.25,0.1
OI0010070,O005732,P0013,1,73.01,43.55,0.1
OI0010071,O005732,P0024,1,14.62,8.09,0.1
OI0010072,O005732,P0014,2,80.72,64.13,0.1
OI0010073,O005733,P0077,1,83.66,61.98,0.0
OI0010074,O005734,P0035,1,76.46,66.64,0.15
OI0010075,O005735,P0078,1,89.77,62.62,0.15
OI0010076,O005736,P0059,1,42.9,25.49,0.0
OI0010077,O005736,P0079,1,38.37,24.3,0.0
OI0010078,O005737,P0014,1,85.21,64.13,0.05
OI0010079,O005738,P0028,2,126.87,100.65,0.15
OI0010080,O005739,P0037,1,71.17,40.01,0.05
OI0010081,O005740,P0041,1,102.99,78.99,0.1
OI0010082,O005741,P0055,1,20.97,12.54,0.1
OI0010083,O005742,P0039,3,33.78,25.98,0.1
OI0010084,O005743,P0079,2,36.45,24.3,0.05
OI0010085,O005743,P0025,2,100.03,71.68,0.1
OI0010086,O005743,P0041,2,114.43,78.99,0.0
OI0010087,O005744,P0009,1,102.65,74.24,0.05
OI0010088,O005745,P0007,1,185.79,152.42,0.1
OI0010089,O005745,P0060,1,69.36,44.27,0.1
OI0010090,O005746,P0060,1,69.36,44.27,0.1
OI0010091,O005747,P0025,1,83.36,71.68,0.25
OI0010092,O005747,P0062,3,43.87,38.11,0.25
OI0010093,O005748,P0053,1,16.49,13.07,0.15
OI0010094,O005749,P0061,1,83.05,55.47,0.0
OI0010095,O005750,P0039,1,37.53,25.98,0.0
OI0010096,O005750,P0041,1,108.71,78.99,0.05
OI0010097,O005751,P0001,2,88.65,51.81,0.15
OI0010098,O005752,P0041,1,114.43,78.99,0.0
OI0010099,O005752,P0012,2,118.54,84.41,0.1
OI0010100,O005753,P0001,1,88.65,51.81,0.15
OI0010101,O005753,P0020,2,50.15,32.72,0.15
OI0010102,O005753,P0033,1,20.05,12.65,0.15
OI0010103,O005753,P0038,2,21.05,12.04,0.15
OI0010104,O005754,P0041,1,97.27,78.99,0.15
OI0010105,O005754,P0046,1,37.25,26.25,0.15
OI0010106,O005754,P0054,3,75.0,48.25,0.15
OI0010107,O005755,P0002,1,155.41,116.2,0.0
OI0010108,O005755,P0015,1,85.34,42.62,0.0
OI0010109,O005756,P0052,3,49.81,36.46,0.25
OI0010110,O005757,P0012,2,125.12,84.41,0.05
OI0010111,O005757,P0029,3,132.61,78.17,0.1
OI0010112,O005758,P0040,1,20.85,14.74,0.15
OI0010113,O005759,P0042,1,114.15,82.37,0.0
OI0010114,O005759,P0040,1,24.53,14.74,0.0
OI0010115,O005759,P0078,1,95.05,62.62,0.1
OI0010116,O005759,P0064,1,66.33,32.56,0.0
OI0010117,O005760,P0007,1,206.43,152.42,0.0
OI0010118,O005761,P0039,2,35.65,25.98,0.05
OI0010119,O005761,P0018,1,106.9,67.11,0.0
OI0010120,O005761,P0036,2,26.46,19.51,0.05
OI0010121,O005762,P0051,1,39.65,29.11,0.0
OI0010122,O005762,P0073,1,71.53,36.73,0.0
OI0010123,O005762,P0040,1,23.3,14.74,0.05
OI0010124,O005763,P0002,2,132.1,116.2,0.15
OI0010125,O005764,P0030,1,92.62,81.4,0.15
OI0010126,O005764,P0008,1,160.07,130.06,0.15
OI0010127,O005765,P0040,2,20.85,14.74,0.15
OI0010128,O005766,P0035,1,89.95,66.64,0.0
OI0010129,O005766,P0058,1,16.1,9.26,0.0
OI0010130,O005767,P0005,1,37.95,26.57,0.0
OI0010131,O005768,P0043,2,73.65,46.28,0.1
OI0010132,O005768,P0030,1,108.96,81.4,0.0
OI0010133,O005768,P0015,1,76.81,42.62,0.1
OI0010134,O005769,P0041,1,108.71,78.99,0.05
OI0010135,O005769,P0070,1,45.12,25.41,0.0
OI0010136,O005769,P0008,2,188.32,130.06,0.0
OI0010137,O005770,P0056,1,73.1,51.66,0.1
OI0010138,O005770,P0047,1,99.49,81.25,0.1
OI0010139,O005771,P0073,2,71.53,36.73,0.0
OI0010140,O005772,P0071,3,97.52,61.97,0.0
OI0010141,O005772,P0023,1,122.84,91.19,0.05
OI0010142,O005773,P0028,1,111.94,100.65,0.25
OI0010143,O005773,P0079,1,28.78,24.3,0.25
OI0010144,O005773,P0037,3,56.19,40.01,0.25
OI0010145,O005773,P0026,1,62.77,62.24,0.25
OI0010146,O005774,P0052,2,66.41,36.46,0.0
OI0010147,O005775,P0055,1,23.3,12.54,0.0
OI0010148,O005775,P0063,1,34.62,25.63,0.0
OI0010149,O005775,P0038,1,22.29,12.04,0.1
OI0010150,O005776,P0024,4,13.8,8.09,0.15
OI0010151,O005776,P0042,1,97.03,82.37,0.15
OI0010152,O005776,P0057,1,74.76,58.0,0.15
OI0010153,O005777,P0040,2,22.08,14.74,0.1
OI0010154,O005778,P0065,1,91.45,62.97,0.15
OI0010155,O005779,P0052,2,66.41,36.46,0.0
OI0010156,O005780,P0031,1,109.1,75.58,0.0
OI0010157,O005780,P0007,2,196.11,152.42,0.05
OI0010158,O005780,P0002,1,155.41,116.2,0.0
OI0010159,O005781,P0030,1,98.06,81.4,0.1
OI0010160,O005782,P0027,1,74.57,55.24,0.1
OI0010161,O005782,P0064,1,53.06,32.56,0.2
OI0010162,O005783,P0004,1,122.91,106.23,0.15
OI0010163,O005784,P0068,1,175.7,110.79,0.0
OI0010164,O005785,P0045,2,113.1,81.3,0.05
OI0010165,O005786,P0054,1,79.41,48.25,0.1
OI0010166,O005787,P0026,2,75.32,62.24,0.1
OI0010167,O005787,P0006,2,141.81,116.74,0.1
OI0010168,O005788,P0070,1,45.12,25.41,0.0
OI0010169,O005788,P0022,1,132.83,109.16,0.1
OI0010170,O005789,P0071,3,97.52,61.97,0.0
OI0010171,O005790,P0019,1,85.31,70.31,0.15
OI0010172,O005791,P0071,1,92.64,61.97,0.05
OI0010173,O005791,P0050,1,41.89,25.09,0.05
OI0010174,O005791,P0047,3,105.01,81.25,0.05
OI0010175,O005791,P0016,2,72.11,48.46,0.15
OI0010176,O005792,P0024,1,16.24,8.09,0.0
OI0010177,O005792,P0077,1,79.48,61.98,0.05
OI0010178,O005793,P0064,1,63.01,32.56,0.05
OI0010179,O005793,P0052,3,66.41,36.46,0.0
OI0010180,O005794,P0050,1,39.68,25.09,0.1
OI0010181,O005794,P0012,1,111.95,84.41,0.15
OI0010182,O005794,P0034,1,32.71,16.84,0.0
OI0010183,O005794,P0041,1,102.99,78.99,0.1
OI0010184,O005795,P0037,2,71.17,40.01,0.05
OI0010185,O005796,P0027,1,70.43,55.24,0.15
OI0010186,O005797,P0043,1,81.83,46.28,0.0
OI0010187,O005797,P0080,1,78.78,56.96,0.15
OI0010188,O005797,P0037,1,74.92,40.01,0.0
OI0010189,O005798,P0029,2,147.34,78.17,0.0
OI0010190,O005798,P0044,2,54.83,31.55,0.0
OI0010191,O005799,P0048,2,76.23,58.89,0.05
OI0010192,O005799,P0008,1,169.49,130.06,0.1
OI0010193,O005800,P0032,4,84.8,46.41,0.15
OI0010194,O005801,P0016,1,80.6,48.46,0.05
OI0010195,O005802,P0054,1,83.82,48.25,0.05
OI0010196,O005803,P0038,1,24.77,12.04,0.0
OI0010197,O005803,P0062,1,58.49,38.11,0.0
OI0010198,O005803,P0055,1,22.14,12.54,0.05
OI0010199,O005804,P0036,1,26.46,19.51,0.05
OI0010200,O005805,P0034,4,31.07,16.84,0.05
OI0010201,O005805,P0055,1,23.3,12.54,0.0
OI0010202,O005806,P0012,1,118.54,84.41,0.1
OI0010203,O005807,P0074,1,87.06,60.48,0.1
OI0010204,O005807,P0079,1,34.53,24.3,0.1
OI0010205,O005807,P0006,1,141.81,116.74,0.1
OI0010206,O005807,P0045,1,107.14,81.3,0.1
OI0010207,O005808,P0076,1,98.05,69.15,0.0
OI0010208,O005808,P0030,1,98.06,81.4,0.1
OI0010209,O005809,P0022,1,132.83,109.16,0.1
OI0010210,O005810,P0069,3,57.72,55.28,0.25
OI0010211,O005811,P0050,1,39.68,25.09,0.1
OI0010212,O005811,P0023,2,116.37,91.19,0.1
OI0010213,O005812,P0021,3,127.31,102.9,0.1
OI0010214,O005812,P0028,2,134.33,100.65,0.1
OI0010215,O005813,P0072,3,96.78,62.1,0.05
OI0010216,O005814,P0003,1,132.08,63.03,0.0
OI0010217,O005815,P0036,2,25.06,19.51,0.1
OI0010218,O005815,P0073,1,71.53,36.73,0.0
OI0010219,O005815,P0056,1,81.22,51.66,0.0
OI0010220,O005816,P0062,3,52.64,38.11,0.1
OI0010221,O005817,P0022,2,140.21,109.16,0.05
OI0010222,O005817,P0059,1,38.61,25.49,0.1
OI0010223,O005817,P0012,2,131.71,84.41,0.0
OI0010224,O005818,P0010,1,47.97,30.66,0.15
OI0010225,O005818,P0024,2,13.8,8.09,0.15
OI0010226,O005819,P0072,1,96.78,62.1,0.05
OI0010227,O005819,P0034,1,31.07,16.84,0.05
OI0010228,O005820,P0043,2,69.56,46.28,0.15
OI0010229,O005821,P0022,1,147.59,109.16,0.0
OI0010230,O005822,P0042,1,102.74,82.37,0.1
OI0010231,O005822,P0009,2,97.25,74.24,0.1
OI0010232,O005823,P0077,1,83.66,61.98,0.0
OI0010233,O005823,P0012,1,118.54,84.41,0.1
OI0010234,O005824,P0046,1,43.82,26.25,0.0
OI0010235,O005824,P0067,2,40.49,20.06,0.0
OI0010236,O005825,P0061,1,74.75,55.47,0.1
