inventory_month,store_id,product_id,beginning_inventory,restock_qty,ending_inventory,stockout_days,reorder_level
2024-08-01,S007,P0033,86,76,89.0,0.0,20
2024-08-01,S007,P0034,96,93,79.0,0.0,22
2024-08-01,S007,P0035,44,35,44.0,0.0,11
2024-08-01,S007,P0036,36,26,38.0,0.0,9
2024-08-01,S007,P0037,99,43,90.0,0.0,23
2024-08-01,S007,P0038,120,56,87.0,0.0,31
2024-08-01,S007,P0039,144,47,108.0,0.0,34
2024-08-01,S007,P0040,56,42,47.0,0.0,11
2024-08-01,S007,P0041,83,19,55.0,0.0,19
2024-08-01,S007,P0042,42,36,49.0,0.0,9
2024-08-01,S007,P0043,37,25,17.0,0.0,9
2024-08-01,S007,P0044,101,81,95.0,0.0,21
2024-08-01,S007,P0045,123,75,95.0,0.0,32
2024-08-01,S007,P0046,107,79,112.0,0.0,33
2024-08-01,S007,P0047,146,32,66.0,0.0,30
2024-08-01,S007,P0048,52,50,29.0,0.0,17
2024-08-01,S007,P0049,62,75,83.0,0.0,17
2024-08-01,S007,P0050,82,53,98.0,0.0,16
2024-08-01,S007,P0051,27,6,16.0,0.0,6
2024-08-01,S007,P0052,50,22,50.0,0.0,12
2024-08-01,S007,P0053,84,41,14.0,0.0,23
2024-08-01,S007,P0054,43,46,35.0,0.0,14
2024-08-01,S007,P0055,61,51,63.0,0.0,13
2024-08-01,S007,P0056,76,36,46.0,0.0,15
2024-08-01,S007,P0057,75,34,16.0,0.0,19
2024-08-01,S007,P0058,48,50,52.0,0.0,12
2024-08-01,S007,P0059,68,68,62.0,0.0,17
2024-08-01,S007,P0060,18,16,7.0,0.0,6
2024-08-01,S007,P0061,25,9,0.0,3.0,7
2024-08-01,S007,P0062,52,63,63.0,0.0,15
2024-08-01,S007,P0063,26,22,33.0,0.0,8
2024-08-01,S007,P0064,77,79,59.0,0.0,24
2024-08-01,S007,P0065,52,30,50.0,0.0,12
2024-08-01,S007,P0066,36,44,56.0,0.0,11
2024-08-01,S007,P0067,46,20,45.0,0.0,12
2024-08-01,S007,P0068,37,22,43.0,0.0,8
2024-08-01,S007,P0069,77,35,78.0,0.0,16
2024-08-01,S007,P0070,56,69,71.0,0.0,18
2024-08-01,S007,P0071,49,35,36.0,0.0,10
2024-08-01,S007,P0072,56,29,37.0,0.0,12
2024-08-01,S007,P0073,82,47,48.0,0.0,17
2024-08-01,S007,P0074,86,32,53.0,0.0,20
2024-08-01,S007,P0075,48,19,49.0,0.0,10
2024-08-01,S007,P0076,45,62,62.0,0.0,15
2024-08-01,S007,P0077,22,5,20.0,0.0,4
2024-08-01,S007,P0078,66,55,77.0,0.0,15
2024-08-01,S007,P0079,36,35,34.0,0.0,11
2024-08-01,S007,P0080,41,40,53.0,0.0,14
2024-08-01,S008,P0001,54,59,68.0,0.0,19
2024-08-01,S008,P0002,28,27,28.0,0.0,8
2024-08-01,S008,P0003,76,65,87.0,0.0,16
2024-08-01,S008,P0004,33,24,36.0,0.0,7
2024-08-01,S008,P0005,33,39,54.0,0.0,11
2024-08-01,S008,P0006,35,17,37.0,0.0,8
2024-08-01,S008,P0007,70,56,32.0,0.0,21
2024-08-01,S008,P0008,47,28,48.0,0.0,9
2024-08-01,S008,P0009,80,27,76.0,0.0,16
2024-08-01,S008,P0010,33,40,56.0,0.0,9
2024-08-01,S008,P0011,54,35,48.0,0.0,12
2024-08-01,S008,P0012,66,57,41.0,0.0,16
2024-08-01,S008,P0013,21,12,9.0,0.0,7
2024-08-01,S008,P0014,71,58,64.0,0.0,18
2024-08-01,S008,P0015,37,39,39.0,0.0,14
2024-08-01,S008,P0016,60,35,30.0,0.0,14
2024-08-01,S008,P0017,50,25,31.0,0.0,11
2024-08-01,S008,P0018,31,20,23.0,0.0,6
2024-08-01,S008,P0019,48,23,0.0,2.0,15
2024-08-01,S008,P0020,21,33,35.0,0.0,7
2024-08-01,S008,P0021,77,37,82.0,0.0,17
2024-08-01,S008,P0022,94,34,28.0,0.0,20
2024-08-01,S008,P0023,50,71,84.0,0.0,17
2024-08-01,S008,P0024,69,35,37.0,0.0,15
2024-08-01,S008,P0025,68,35,40.0,0.0,14
2024-08-01,S008,P0026,50,14,21.0,0.0,10
2024-08-01,S008,P0027,52,31,56.0,0.0,14
2024-08-01,S008,P0028,85,66,91.0,0.0,20
2024-08-01,S008,P0029,60,51,71.0,0.0,14
2024-08-01,S008,P0030,73,37,43.0,0.0,17
2024-08-01,S008,P0031,69,50,49.0,0.0,22
2024-08-01,S008,P0032,78,22,0.0,4.0,24
2024-08-01,S008,P0033,94,57,107.0,0.0,25
2024-08-01,S008,P0034,31,20,12.0,0.0,9
2024-08-01,S008,P0035,146,83,161.0,0.0,34
2024-08-01,S008,P0036,55,66,47.0,0.0,17
2024-08-01,S008,P0037,87,69,81.0,0.0,21
2024-08-01,S008,P0038,107,80,52.0,0.0,30
2024-08-01,S008,P0039,68,79,94.0,0.0,19
2024-08-01,S008,P0040,96,48,61.0,0.0,26
2024-08-01,S008,P0041,44,55,44.0,0.0,13
2024-08-01,S008,P0042,90,60,68.0,0.0,18
2024-08-01,S008,P0043,63,22,46.0,0.0,12
2024-08-01,S008,P0044,108,47,90.0,0.0,24
2024-08-01,S008,P0045,37,23,38.0,0.0,8
2024-08-01,S008,P0046,133,85,57.0,0.0,34
2024-08-01,S008,P0047,88,82,90.0,0.0,21
2024-08-01,S008,P0048,99,37,40.0,0.0,20
2024-08-01,S008,P0049,52,11,44.0,0.0,10
2024-08-01,S008,P0050,91,27,33.0,0.0,21
2024-08-01,S008,P0051,33,37,25.0,0.0,12
2024-08-01,S008,P0052,28,28,36.0,0.0,6
2024-08-01,S008,P0053,45,16,31.0,0.0,12
2024-08-01,S008,P0054,53,17,19.0,0.0,12
2024-08-01,S008,P0055,22,21,8.0,0.0,7
2024-08-01,S008,P0056,56,15,45.0,0.0,14
2024-08-01,S008,P0057,50,45,70.0,0.0,15
2024-08-01,S008,P0058,102,80,98.0,0.0,22
2024-08-01,S008,P0059,40,27,46.0,0.0,9
2024-08-01,S008,P0060,27,22,28.0,0.0,7
2024-08-01,S008,P0061,76,18,62.0,0.0,16
2024-08-01,S008,P0062,112,78,148.0,0.0,24
2024-08-01,S008,P0063,23,20,28.0,0.0,8
2024-08-01,S008,P0064,81,26,42.0,0.0,21
2024-08-01,S008,P0065,37,25,41.0,0.0,7
2024-08-01,S008,P0066,48,26,33.0,0.0,11
2024-08-01,S008,P0067,107,44,58.0,0.0,23
2024-08-01,S008,P0068,25,16,21.0,0.0,6
2024-08-01,S008,P0069,37,17,12.0,0.0,12
2024-08-01,S008,P0070,81,37,67.0,0.0,19
2024-08-01,S008,P0071,47,36,51.0,0.0,13
2024-08-01,S008,P0072,104,52,114.0,0.0,21
2024-08-01,S008,P0073,41,32,0.0,4.0,15
2024-08-01,S008,P0074,26,19,18.0,0.0,8
2024-08-01,S008,P0075,88,76,53.0,0.0,23
2024-08-01,S008,P0076,74,25,43.0,0.0,16
2024-08-01,S008,P0077,90,74,104.0,0.0,23
2024-08-01,S008,P0078,17,26,26.0,0.0,6
2024-08-01,S008,P0079,38,13,24.0,0.0,8
2024-08-01,S008,P0080,98,29,27.0,0.0,22
2024-08-01,S009,P0001,61,18,10.0,0.0,15
2024-08-01,S009,P0002,22,12,6.0,0.0,8
2024-08-01,S009,P0003,55,31,41.0,0.0,19
2024-08-01,S009,P0004,34,14,33.0,0.0,8
2024-08-01,S009,P0005,44,43,28.0,0.0,15
2024-08-01,S009,P0006,73,38,48.0,0.0,16
2024-08-01,S009,P0007,60,38,9.0,5.0,20
2024-08-01,S009,P0008,94,25,14.0,0.0,21
2024-08-01,S009,P0009,52,11,31.0,0.0,12
2024-08-01,S009,P0010,41,26,36.0,0.0,12
2024-08-01,S009,P0011,32,10,8.0,0.0,7
2024-08-01,S009,P0012,44,14,0.0,4.0,13
2024-08-01,S009,P0013,76,75,67.0,0.0,17
2024-08-01,S009,P0014,73,62,65.0,0.0,17
2024-08-01,S009,P0015,99,37,65.0,0.0,20
2024-08-01,S009,P0016,27,19,33.0,0.0,5
2024-08-01,S009,P0017,79,91,34.0,0.0,27
2024-08-01,S009,P0018,74,77,63.0,0.0,18
2024-08-01,S009,P0019,27,33,18.0,0.0,9
2024-08-01,S009,P0020,81,71,46.0,0.0,24
2024-08-01,S009,P0021,30,25,28.0,0.0,8
2024-08-01,S009,P0022,74,29,32.0,0.0,25
2024-08-01,S009,P0023,95,34,63.0,0.0,26
2024-08-01,S009,P0024,106,39,44.0,0.0,26
2024-08-01,S009,P0025,93,58,69.0,0.0,20
2024-08-01,S009,P0026,61,50,59.0,0.0,13
2024-08-01,S009,P0027,41,19,39.0,0.0,12
2024-08-01,S009,P0028,81,47,90.0,0.0,19
2024-08-01,S009,P0029,108,82,109.0,0.0,26
2024-08-01,S009,P0030,54,40,51.0,0.0,12
2024-08-01,S009,P0031,75,77,119.0,0.0,19
2024-08-01,S009,P0032,60,39,19.0,0.0,16
2024-08-01,S009,P0033,88,33,30.0,0.0,18
2024-08-01,S009,P0034,95,68,121.0,0.0,22
2024-08-01,S009,P0035,102,79,81.0,0.0,21
2024-08-01,S009,P0036,90,109,147.0,0.0,26
2024-08-01,S009,P0037,71,72,94.0,0.0,20
2024-08-01,S009,P0038,43,16,23.0,0.0,10
2024-08-01,S009,P0039,52,34,55.0,0.0,15
2024-08-01,S009,P0040,39,28,34.0,0.0,8
2024-08-01,S009,P0041,74,21,59.0,0.0,21
2024-08-01,S009,P0042,44,36,6.0,4.0,16
2024-08-01,S009,P0043,54,38,23.0,0.0,14
2024-08-01,S009,P0044,31,37,24.0,0.0,9
2024-08-01,S009,P0045,135,40,42.0,0.0,30
2024-08-01,S009,P0046,124,105,89.0,0.0,30
2024-08-01,S009,P0047,100,71,103.0,0.0,33
2024-08-01,S009,P0048,55,39,59.0,0.0,12
2024-08-01,S009,P0049,22,7,12.0,0.0,5
2024-08-01,S009,P0050,13,11,16.0,0.0,5
2024-08-01,S009,P0051,93,41,84.0,0.0,23
2024-08-01,S009,P0052,41,41,57.0,0.0,12
2024-08-01,S009,P0053,35,42,25.0,0.0,11
2024-08-01,S009,P0054,78,61,100.0,0.0,16
2024-08-01,S009,P0055,70,31,69.0,0.0,19
2024-08-01,S009,P0056,28,27,8.0,0.0,9
2024-08-01,S009,P0057,24,29,33.0,0.0,6
2024-08-01,S009,P0058,53,47,51.0,0.0,15
2024-08-01,S009,P0059,83,33,83.0,0.0,17
2024-08-01,S009,P0060,37,31,43.0,0.0,11
2024-08-01,S009,P0061,22,9,0.0,4.0,8
2024-08-01,S009,P0062,70,57,51.0,0.0,15
2024-08-01,S009,P0063,85,95,138.0,0.0,23
2024-08-01,S009,P0064,100,89,106.0,0.0,24
2024-08-01,S009,P0065,72,69,98.0,0.0,21
2024-08-01,S009,P0066,23,19,23.0,0.0,6
2024-08-01,S009,P0067,57,67,92.0,0.0,16
2024-08-01,S009,P0068,83,62,84.0,0.0,21
2024-08-01,S009,P0069,16,6,4.0,0.0,5
2024-08-01,S009,P0070,53,63,76.0,0.0,17
2024-08-01,S009,P0071,43,62,60.0,0.0,15
2024-08-01,S009,P0072,35,15,15.0,0.0,9
2024-08-01,S009,P0073,80,90,62.0,0.0,22
2024-08-01,S009,P0074,77,45,77.0,0.0,16
2024-08-01,S009,P0075,25,9,22.0,0.0,7
2024-08-01,S009,P0076,72,72,35.0,0.0,23
2024-08-01,S009,P0077,49,35,33.0,0.0,11
2024-08-01,S009,P0078,22,14,16.0,0.0,5
2024-08-01,S009,P0079,20,7,5.0,0.0,5
2024-08-01,S009,P0080,76,36,21.0,0.0,20
2024-08-01,S010,P0001,91,53,84.0,0.0,18
2024-08-01,S010,P0002,41,19,41.0,0.0,9
2024-08-01,S010,P0003,55,47,50.0,0.0,12
2024-08-01,S010,P0004,79,25,63.0,0.0,21
2024-08-01,S010,P0005,77,42,35.0,0.0,19
2024-08-01,S010,P0006,84,46,81.0,0.0,17
2024-08-01,S010,P0007,69,40,54.0,0.0,14
2024-08-01,S010,P0008,90,33,42.0,0.0,19
2024-08-01,S010,P0009,57,48,72.0,0.0,18
2024-08-01,S010,P0010,15,14,8.0,0.0,5
2024-08-01,S010,P0011,49,14,38.0,0.0,13
2024-08-01,S010,P0012,70,83,117.0,0.0,19
2024-08-01,S010,P0013,43,26,24.0,0.0,9
2024-08-01,S010,P0014,53,28,24.0,0.0,15
2024-08-01,S010,P0015,62,55,86.0,0.0,17
2024-08-01,S010,P0016,43,50,41.0,0.0,11
2024-08-01,S010,P0017,99,63,45.0,0.0,25
2024-08-01,S010,P0018,24,17,27.0,0.0,6
2024-08-01,S010,P0019,30,33,20.0,0.0,10
2024-08-01,S010,P0020,68,51,39.0,0.0,16
2024-08-01,S010,P0021,43,18,26.0,0.0,11
2024-08-01,S010,P0022,65,42,35.0,0.0,16
2024-08-01,S010,P0023,122,94,134.0,0.0,27
2024-08-01,S010,P0024,82,46,50.0,0.0,24
2024-08-01,S010,P0025,97,22,52.0,0.0,21
2024-08-01,S010,P0026,78,50,52.0,0.0,20
2024-08-01,S010,P0027,86,35,7.0,3.0,24
2024-08-01,S010,P0028,31,21,21.0,0.0,7
2024-08-01,S010,P0029,34,20,21.0,0.0,9
2024-08-01,S010,P0030,43,9,32.0,0.0,9
2024-08-01,S010,P0031,80,43,86.0,0.0,19
2024-08-01,S010,P0032,40,38,20.0,0.0,12
2024-08-01,S010,P0033,75,63,97.0,0.0,16
2024-08-01,S010,P0034,165,115,145.0,0.0,34
2024-08-01,S010,P0035,37,37,45.0,0.0,10
2024-08-01,S010,P0036,60,34,0.0,1.0,22
2024-08-01,S010,P0037,35,25,35.0,0.0,7
2024-08-01,S010,P0038,105,88,77.0,0.0,34
2024-08-01,S010,P0039,99,97,73.0,0.0,26
2024-08-01,S010,P0040,79,50,34.0,0.0,19
2024-08-01,S010,P0041,48,13,37.0,0.0,11
2024-08-01,S010,P0042,128,52,113.0,0.0,32
2024-08-01,S010,P0043,74,38,57.0,0.0,19
2024-08-01,S010,P0044,58,45,52.0,0.0,12
2024-08-01,S010,P0045,64,50,70.0,0.0,23
2024-08-01,S010,P0046,132,100,106.0,0.0,27
2024-08-01,S010,P0047,38,19,35.0,0.0,10
2024-08-01,S010,P0048,97,60,73.0,0.0,21
2024-08-01,S010,P0049,77,33,53.0,0.0,20
2024-08-01,S010,P0050,67,51,57.0,0.0,23
2024-08-01,S010,P0051,47,20,42.0,0.0,15
2024-08-01,S010,P0052,81,18,51.0,0.0,17
2024-08-01,S010,P0053,32,24,26.0,0.0,8
2024-08-01,S010,P0054,33,15,0.0,2.0,11
2024-08-01,S010,P0055,49,12,13.0,0.0,10
2024-08-01,S010,P0056,99,35,81.0,0.0,22
2024-08-01,S010,P0057,36,30,34.0,0.0,7
2024-08-01,S010,P0058,65,47,29.0,0.0,21
2024-08-01,S010,P0059,20,25,16.0,0.0,6
2024-08-01,S010,P0060,20,28,18.0,0.0,6
2024-08-01,S010,P0061,75,53,24.0,0.0,23
2024-08-01,S010,P0062,79,50,38.0,0.0,18
2024-08-01,S010,P0063,19,21,23.0,0.0,5
2024-08-01,S010,P0064,61,31,45.0,0.0,19
2024-08-01,S010,P0065,48,27,33.0,0.0,10
2024-08-01,S010,P0066,88,58,105.0,0.0,20
2024-08-01,S010,P0067,74,28,68.0,0.0,15
2024-08-01,S010,P0068,40,34,47.0,0.0,13
2024-08-01,S010,P0069,78,77,55.0,0.0,22
2024-08-01,S010,P0070,44,32,43.0,0.0,11
2024-08-01,S010,P0071,39,22,15.0,0.0,12
2024-08-01,S010,P0072,42,48,24.0,0.0,15
2024-08-01,S010,P0073,68,19,14.0,0.0,18
2024-08-01,S010,P0074,23,17,29.0,0.0,5
2024-08-01,S010,P0075,27,16,19.0,0.0,5
2024-08-01,S010,P0076,51,66,62.0,0.0,18
2024-08-01,S010,P0077,80,56,62.0,0.0,16
2024-08-01,S010,P0078,50,13,41.0,0.0,11
2024-08-01,S010,P0079,54,24,26.0,0.0,17
2024-08-01,S010,P0080,22,16,21.0,0.0,4
2024-09-01,S001,P0001,58,25,31.0,0.0,14
2024-09-01,S001,P0002,78,16,58.0,0.0,19
2024-09-01,S001,P0003,29,21,35.0,0.0,8
2024-09-01,S001,P0004,28,18,10.0,0.0,9
2024-09-01,S001,P0005,50,39,58.0,0.0,13
2024-09-01,S001,P0006,18,10,12.0,0.0,6
2024-09-01,S001,P0007,48,39,40.0,0.0,11
2024-09-01,S001,P0008,49,17,15.0,0.0,14
2024-09-01,S001,P0009,23,25,36.0,0.0,7
2024-09-01,S001,P0010,33,23,47.0,0.0,6
2024-09-01,S001,P0011,47,35,66.0,0.0,10
2024-09-01,S001,P0012,54,63,70.0,0.0,18
2024-09-01,S001,P0013,62,38,48.0,0.0,16
2024-09-01,S001,P0014,50,15,8.0,3.0,16
2024-09-01,S001,P0015,65,22,13.0,0.0,20
2024-09-01,S001,P0016,73,74,89.0,0.0,22
2024-09-01,S001,P0017,79,80,100.0,0.0,25
2024-09-01,S001,P0018,38,35,51.0,0.0,9
2024-09-01,S001,P0019,100,96,101.0,0.0,27
2024-09-01,S001,P0020,45,41,38.0,0.0,11
2024-09-01,S001,P0021,23,21,24.0,0.0,8
2024-09-01,S001,P0022,49,44,56.0,0.0,15
2024-09-01,S001,P0023,61,61,31.0,0.0,23
2024-09-01,S001,P0024,25,26,18.0,0.0,8
2024-09-01,S001,P0025,59,49,56.0,0.0,13
2024-09-01,S001,P0026,64,36,80.0,0.0,14
2024-09-01,S001,P0027,29,24,34.0,0.0,10
2024-09-01,S001,P0028,61,19,22.0,0.0,16
2024-09-01,S001,P0029,55,60,59.0,0.0,19
2024-09-01,S001,P0030,34,21,36.0,0.0,10
2024-09-01,S001,P0031,52,15,43.0,0.0,12
2024-09-01,S001,P0032,80,83,58.0,0.0,25
2024-09-01,S001,P0033,85,56,100.0,0.0,17
2024-09-01,S001,P0034,31,23,33.0,0.0,10
2024-09-01,S001,P0035,36,9,7.0,0.0,11
2024-09-01,S001,P0036,147,75,144.0,0.0,33
2024-09-01,S001,P0037,23,19,29.0,0.0,7
2024-09-01,S001,P0038,152,84,148.0,0.0,33
2024-09-01,S001,P0039,112,43,85.0,0.0,30
2024-09-01,S001,P0040,46,17,36.0,0.0,13
2024-09-01,S001,P0041,102,68,73.0,0.0,25
2024-09-01,S001,P0042,77,47,57.0,0.0,18
2024-09-01,S001,P0043,76,48,74.0,0.0,19
2024-09-01,S001,P0044,56,24,49.0,0.0,13
2024-09-01,S001,P0045,130,52,101.0,0.0,31
2024-09-01,S001,P0046,33,9,15.0,0.0,8
2024-09-01,S001,P0047,55,16,15.0,0.0,16
2024-09-01,S001,P0048,68,34,67.0,0.0,17
2024-09-01,S001,P0049,46,33,54.0,0.0,11
2024-09-01,S001,P0050,72,36,45.0,0.0,22
2024-09-01,S001,P0051,81,61,113.0,0.0,18
2024-09-01,S001,P0052,23,17,24.0,0.0,8
2024-09-01,S001,P0053,42,20,49.0,0.0,8
2024-09-01,S001,P0054,90,23,55.0,0.0,20
2024-09-01,S001,P0055,25,11,19.0,0.0,5
2024-09-01,S001,P0056,57,63,33.0,0.0,20
2024-09-01,S001,P0057,38,23,36.0,0.0,9
2024-09-01,S001,P0058,15,16,12.0,0.0,5
2024-09-01,S001,P0059,53,66,70.0,0.0,18
2024-09-01,S001,P0060,29,20,26.0,0.0,7
2024-09-01,S001,P0061,76,46,75.0,0.0,15
2024-09-01,S001,P0062,49,17,34.0,0.0,11
2024-09-01,S001,P0063,51,49,64.0,0.0,16
2024-09-01,S001,P0064,21,21,30.0,0.0,6
2024-09-01,S001,P0065,61,15,10.0,3.0,17
2024-09-01,S001,P0066,66,52,96.0,0.0,14
2024-09-01,S001,P0067,71,41,45.0,0.0,20
2024-09-01,S001,P0068,77,37,46.0,0.0,16
2024-09-01,S001,P0069,47,24,47.0,0.0,9
2024-09-01,S001,P0070,29,26,36.0,0.0,7
2024-09-01,S001,P0071,17,22,20.0,0.0,6
2024-09-01,S001,P0072,50,29,25.0,0.0,18
2024-09-01,S001,P0073,37,22,5.0,2.0,13
2024-09-01,S001,P0074,22,25,31.0,0.0,6
2024-09-01,S001,P0075,35,12,24.0,0.0,7
2024-09-01,S001,P0076,55,18,45.0,0.0,17
2024-09-01,S001,P0077,65,27,64.0,0.0,14
2024-09-01,S001,P0078,72,42,46.0,0.0,17
2024-09-01,S001,P0079,50,30,36.0,0.0,11
2024-09-01,S001,P0080,18,8,13.0,0.0,5
2024-09-01,S002,P0001,60,34,42.0,0.0,13
2024-09-01,S002,P0002,62,47,48.0,0.0,16
2024-09-01,S002,P0003,83,28,66.0,0.0,19
2024-09-01,S002,P0004,98,75,132.0,0.0,20
2024-09-01,S002,P0005,36,17,17.0,0.0,13
2024-09-01,S002,P0006,99,53,74.0,0.0,22
2024-09-01,S002,P0007,59,26,15.0,0.0,16
2024-09-01,S002,P0008,49,37,58.0,0.0,18
2024-09-01,S002,P0009,49,39,26.0,0.0,15
2024-09-01,S002,P0010,28,12,0.0,1.0,10
2024-09-01,S002,P0011,56,59,33.0,0.0,20
2024-09-01,S002,P0012,78,21,29.0,0.0,17
2024-09-01,S002,P0013,54,36,47.0,0.0,13
2024-09-01,S002,P0014,34,16,24.0,0.0,10
2024-09-01,S002,P0015,41,34,35.0,0.0,10
2024-09-01,S002,P0016,25,19,29.0,0.0,6
2024-09-01,S002,P0017,86,24,62.0,0.0,22
2024-09-01,S002,P0018,42,50,33.0,0.0,14
2024-09-01,S002,P0019,22,14,14.0,0.0,6
2024-09-01,S002,P0020,44,22,26.0,0.0,11
2024-09-01,S002,P0021,57,67,75.0,0.0,18
2024-09-01,S002,P0022,88,48,72.0,0.0,21
2024-09-01,S002,P0023,60,14,14.0,0.0,15
2024-09-01,S002,P0024,33,37,34.0,0.0,10
2024-09-01,S002,P0025,100,41,70.0,0.0,26
2024-09-01,S002,P0026,53,21,28.0,0.0,12
2024-09-01,S002,P0027,87,71,120.0,0.0,21
2024-09-01,S002,P0028,74,65,103.0,0.0,24
2024-09-01,S002,P0029,39,13,15.0,0.0,12
2024-09-01,S002,P0030,51,28,9.0,3.0,17
2024-09-01,S002,P0031,34,19,26.0,0.0,9
2024-09-01,S002,P0032,57,50,40.0,0.0,21
2024-09-01,S002,P0033,67,26,0.0,1.0,24
2024-09-01,S002,P0034,95,77,124.0,0.0,32
2024-09-01,S002,P0035,36,14,11.0,0.0,10
2024-09-01,S002,P0036,78,46,56.0,0.0,22
2024-09-01,S002,P0037,56,40,52.0,0.0,13
2024-09-01,S002,P0038,114,63,69.0,0.0,29
2024-09-01,S002,P0039,52,61,76.0,0.0,16
2024-09-01,S002,P0040,154,53,63.0,0.0,33
2024-09-01,S002,P0041,27,25,27.0,0.0,7
2024-09-01,S002,P0042,44,17,32.0,0.0,10
2024-09-01,S002,P0043,102,45,87.0,0.0,33
2024-09-01,S002,P0044,120,77,67.0,0.0,30
2024-09-01,S002,P0045,138,91,170.0,0.0,28
2024-09-01,S002,P0046,51,54,52.0,0.0,15
2024-09-01,S002,P0047,99,28,37.0,0.0,24
2024-09-01,S002,P0048,41,39,39.0,0.0,15
2024-09-01,S002,P0049,23,7,19.0,0.0,7
2024-09-01,S002,P0050,70,24,56.0,0.0,15
2024-09-01,S002,P0051,39,10,8.0,0.0,10
2024-09-01,S002,P0052,16,8,0.0,2.0,5
2024-09-01,S002,P0053,60,14,20.0,0.0,12
2024-09-01,S002,P0054,52,21,51.0,0.0,11
2024-09-01,S002,P0055,75,84,114.0,0.0,23
2024-09-01,S002,P0056,65,47,85.0,0.0,15
2024-09-01,S002,P0057,23,27,33.0,0.0,8
2024-09-01,S002,P0058,41,36,55.0,0.0,10
2024-09-01,S002,P0059,79,71,120.0,0.0,20
2024-09-01,S002,P0060,32,23,41.0,0.0,7
2024-09-01,S002,P0061,111,29,67.0,0.0,23
2024-09-01,S002,P0062,23,14,25.0,0.0,5
2024-09-01,S002,P0063,34,17,26.0,0.0,13
2024-09-01,S002,P0064,79,54,85.0,0.0,20
2024-09-01,S002,P0065,45,44,46.0,0.0,15
2024-09-01,S002,P0066,19,10,9.0,0.0,4
2024-09-01,S002,P0067,41,20,30.0,0.0,12
2024-09-01,S002,P0068,95,31,42.0,0.0,23
2024-09-01,S002,P0069,83,51,86.0,0.0,23
2024-09-01,S002,P0070,94,23,33.0,0.0,20
2024-09-01,S002,P0071,25,18,31.0,0.0,8
2024-09-01,S002,P0072,28,18,4.0,2.0,11
2024-09-01,S002,P0073,107,42,80.0,0.0,21
2024-09-01,S002,P0074,27,38,34.0,0.0,10
2024-09-01,S002,P0075,114,25,102.0,0.0,23
2024-09-01,S002,P0076,21,18,27.0,0.0,5
2024-09-01,S002,P0077,61,24,63.0,0.0,13
2024-09-01,S002,P0078,58,28,23.0,0.0,17
2024-09-01,S002,P0079,32,38,31.0,0.0,10
2024-09-01,S002,P0080,96,34,86.0,0.0,20
2024-09-01,S003,P0001,21,5,17.0,0.0,5
2024-09-01,S003,P0002,46,19,21.0,0.0,10
2024-09-01,S003,P0003,61,39,54.0,0.0,19
2024-09-01,S003,P0004,75,30,29.0,0.0,21
2024-09-01,S003,P0005,44,16,43.0,0.0,11
2024-09-01,S003,P0006,62,45,73.0,0.0,12
2024-09-01,S003,P0007,28,21,36.0,0.0,5
2024-09-01,S003,P0008,21,22,16.0,0.0,7
2024-09-01,S003,P0009,58,44,63.0,,17
2024-09-01,S003,P0010,46,33,26.0,0.0,13
2024-09-01,S003,P0011,67,56,62.0,0.0,17
2024-09-01,S003,P0012,84,30,62.0,0.0,18
2024-09-01,S003,P0013,35,38,25.0,0.0,12
2024-09-01,S003,P0014,58,33,70.0,0.0,13
2024-09-01,S003,P0015,48,22,45.0,0.0,12
2024-09-01,S003,P0016,95,39,93.0,0.0,19
2024-09-01,S003,P0017,59,21,36.0,0.0,12
2024-09-01,S003,P0018,98,29,32.0,0.0,23
2024-09-01,S003,P0019,32,14,20.0,0.0,7
2024-09-01,S003,P0020,63,50,61.0,0.0,16
2024-09-01,S003,P0021,100,41,67.0,0.0,22
2024-09-01,S003,P0022,86,74,55.0,0.0,25
2024-09-01,S003,P0023,49,49,76.0,0.0,14
2024-09-01,S003,P0024,64,45,89.0,0.0,13
2024-09-01,S003,P0025,45,32,45.0,0.0,16
2024-09-01,S003,P0026,74,92,120.0,0.0,24
2024-09-01,S003,P0027,108,74,150.0,0.0,22
2024-09-01,S003,P0028,63,21,44.0,,22
2024-09-01,S003,P0029,101,50,70.0,0.0,24
2024-09-01,S003,P0030,57,60,70.0,0.0,18
2024-09-01,S003,P0031,48,16,18.0,0.0,12
2024-09-01,S003,P0032,111,88,113.0,0.0,24
2024-09-01,S003,P0033,68,25,56.0,0.0,15
2024-09-01,S003,P0034,74,46,35.0,0.0,19
2024-09-01,S003,P0035,126,61,104.0,0.0,25
2024-09-01,S003,P0036,97,50,59.0,0.0,24
2024-09-01,S003,P0037,129,94,95.0,0.0,29
2024-09-01,S003,P0038,95,45,76.0,0.0,25
2024-09-01,S003,P0039,83,14,48.0,0.0,18
2024-09-01,S003,P0040,22,21,24.0,0.0,7
2024-09-01,S003,P0041,73,50,97.0,0.0,18
2024-09-01,S003,P0042,58,13,36.0,0.0,11
2024-09-01,S003,P0043,35,31,38.0,0.0,11
2024-09-01,S003,P0044,115,22,49.0,0.0,26
2024-09-01,S003,P0045,104,63,119.0,0.0,32
2024-09-01,S003,P0046,28,13,21.0,0.0,8
2024-09-01,S003,P0047,67,18,57.0,0.0,15
2024-09-01,S003,P0048,108,43,84.0,0.0,24
2024-09-01,S003,P0049,87,66,119.0,0.0,17
2024-09-01,S003,P0050,28,27,43.0,0.0,7
