order_id,customer_id,store_id,order_date,sales_channel,payment_method,order_status,campaign_id,promised_shipping_days,actual_shipping_days
O005541,C00304,S001,2025-02-27,Online,Debit Card,Completed,M0028,4,4.0
O005542,C01579,S010,2025-04-24,Online,Debit Card,Completed,,3,5.0
O005543,C00691,S001,2024-04-11,Mobile App,Credit Card,Completed,,4,4.0
O005544,C01725,S007,2025-03-25,Online,Credit Card,Completed,,2,2.0
O005545,C01782,S001,2024-06-07,Online,Debit Card,Completed,,2,3.0
O005546,C01178,S009,2024-08-30,Mobile App,Debit Card,Completed,,3,3.0
O005547,C00616,S009,2025-05-10,Online,Debit Card,Completed,M0033,3,3.0
O005548,C00523,S008,2024-09-14,Online,Debit Card,Completed,,3,4.0
O005549,C00025,S008,2024-05-05,In-Store,Credit Card,Completed,,0,0.0
O005550,C00808,S004,2024-04-14,Mobile App,Credit Card,Completed,,5,5.0
O005551,C00025,S004,2024-09-25,In-Store,Credit Card,Completed,,0,0.0
O005552,C00596,S005,2025-02-16,Mobile App,Gift Card,Completed,M0029,3,6.0
O005553,C01130,S009,2025-06-29,Online,PayPal,Completed,M0035,4,5.0
O005554,C01777,S003,2025-03-04,Online,Debit Card,Returned,,3,4.0
O005555,C01143,S004,2025-04-26,In-Store,Credit Card,Completed,,0,0.0
O005556,C00108,S010,2025-02-05,In-Store,Debit Card,Completed,,0,0.0
O005557,C01354,S005,2025-05-07,In-Store,PayPal,Completed,,0,0.0
O005558,C00180,S007,2024-02-24,In-Store,PayPal,Completed,,0,0.0
O005559,C00881,S005,2025-05-27,Mobile App,Debit Card,Completed,,3,7.0
O005560,C00131,S009,2024-08-15,In-Store,Credit Card,Completed,M0018,0,0.0
O005561,C00603,S006,2025-05-22,Mobile App,Debit Card,Completed,,2,2.0
O005562,C00753,S003,2024-02-24,In-Store,Credit Card,Completed,,0,0.0
O005563,C00759,S006,2025-01-13,Online,Credit Card,Completed,M0027,3,4.0
O005564,C00168,S006,2025-01-28,Online,Gift Card,Returned,,2,2.0
O005565,C00223,S010,2025-06-29,In-Store,Credit Card,Completed,,0,0.0
O005566,C00469,S001,2025-02-20,In-Store,PayPal,Completed,,0,0.0
O005567,C00278,S007,2024-08-08,Mobile App,Credit Card,Completed,M0018,3,4.0
O005568,C00190,S003,2024-11-09,In-Store,Credit Card,Completed,,0,0.0
O005569,C00531,S001,2024-07-31,In-Store,Credit Card,Completed,M0016,0,0.0
O005570,C01550,S001,2024-05-05,Mobile App,Credit Card,Completed,M0009,2,2.0
O005571,C01779,S005,2024-06-04,In-Store,PayPal,Completed,M0011,0,0.0
O005572,C00621,S010,2024-05-20,Online,Credit Card,Completed,,3,4.0
O005573,C01214,S010,2024-11-05,In-Store,Debit Card,Completed,M0021,0,0.0
O005574,C00218,S002,2025-05-13,Online,Credit Card,Completed,,4,4.0
O005575,C01323,S002,2025-05-17,In-Store,PayPal,Completed,,0,0.0
O005576,C01335,S004,2024-02-09,In-Store,Credit Card,Completed,,0,0.0
O005577,C00236,S010,2024-02-26,Mobile App,Credit Card,Completed,,3,3.0
O005578,C00168,S007,2024-06-02,In-Store,PayPal,Completed,,0,0.0
O005579,C00780,S008,2024-06-07,In-Store,PayPal,Completed,,0,0.0
O005580,C00193,S010,2024-03-07,Online,Credit Card,Completed,M0004,3,3.0
O005581,C00242,S007,2024-08-11,In-Store,Gift Card,Completed,,0,0.0
O005582,C01186,S009,2024-11-20,Mobile App,Credit Card,Completed,,2,3.0
O005583,C01363,S007,2024-11-17,Online,PayPal,Completed,M0023,3,3.0
O005584,C00791,S004,2024-11-03,Online,Credit Card,Completed,M0020,4,4.0
O005585,C00455,S009,2024-07-18,In-Store,Credit Card,Completed,,0,0.0
O005586,C01159,S009,2025-01-07,Online,Debit Card,Cancelled,,3,
O005587,C00193,S003,2025-03-27,Mobile App,PayPal,Returned,M0030,3,3.0
O005588,C01426,S010,2024-07-21,Online,Credit Card,Completed,,5,5.0
O005589,C00392,S008,2024-03-01,In-Store,Credit Card,Completed,M0002,0,0.0
O005590,C00601,S001,2024-06-27,In-Store,PayPal,Completed,M0013,0,0.0
O005591,C01066,S002,2024-03-31,Online,Credit Card,Completed,,3,3.0
O005592,C00093,S008,2024-09-22,Mobile App,Debit Card,Returned,,4,4.0
O005593,C01239,S008,2024-04-11,In-Store,Debit Card,Completed,,0,0.0
O005594,C00349,S006,2024-09-19,Online,Debit Card,Completed,M0019,3,6.0
O005595,C00513,S008,2024-05-19,Mobile App,PayPal,Completed,,2,3.0
O005596,C01359,S008,2025-01-30,In-Store,Credit Card,Completed,,0,0.0
O005597,C01423,S002,2024-01-20,In-Store,Debit Card,Completed,,0,0.0
O005598,C00924,S003,2024-11-08,Mobile App,Debit Card,Completed,,4,4.0
O005599,C01188,S007,2024-04-19,Online,Credit Card,Completed,,2,2.0
O005600,C00106,S003,2024-01-01,In-Store,Credit Card,Cancelled,,0,
O005601,C01256,S002,2025-04-21,In-Store,PayPal,Completed,,0,0.0
O005602,C00992,S006,2024-12-22,Mobile App,Credit Card,Cancelled,,4,
O005603,C01582,S002,2024-03-09,Online,Credit Card,Completed,,4,5.0
O005604,C00717,S002,2024-12-19,Mobile App,Gift Card,Completed,M0026,3,5.0
O005605,C01557,S002,2024-11-29,In-Store,Credit Card,Completed,,0,0.0
O005606,C01201,S004,2024-09-25,Online,PayPal,Returned,,3,3.0
O005607,C01703,S007,2024-08-26,Online,Credit Card,Completed,,3,5.0
O005608,C01318,S006,2025-05-02,Online,Credit Card,Completed,,3,4.0
O005609,C01289,S005,2024-06-02,In-Store,Credit Card,Completed,,0,0.0
O005610,C00788,S004,2024-08-16,Online,Credit Card,Completed,,2,2.0
O005611,C01544,S002,2024-07-13,Mobile App,Debit Card,Cancelled,M0017,5,
O005612,C01294,S008,2025-02-22,Online,Gift Card,Completed,M0029,5,5.0
O005613,C01236,S002,2025-05-19,Online,PayPal,Completed,M0032,3,3.0
O005614,C01187,S008,2025-04-10,Mobile App,Gift Card,Cancelled,,4,
O005615,C00823,S010,2025-03-10,Online,Debit Card,Completed,,3,3.0
O005616,C01581,S004,2025-06-24,In-Store,Credit Card,Completed,,0,0.0
O005617,C00917,S005,2024-12-31,Online,Credit Card,Completed,M0025,4,4.0
O005618,C01769,S001,2025-02-08,Online,Debit Card,Completed,,2,4.0
O005619,C01077,S002,2025-06-22,Online,Credit Card,Completed,,3,4.0
O005620,C01257,S008,2024-01-06,Mobile App,PayPal,Completed,,3,5.0
O005621,C01462,S001,2024-12-08,Online,Debit Card,Completed,,4,4.0
O005622,C00854,S003,2025-01-30,In-Store,Credit Card,Returned,,0,0.0
O005623,C00683,S002,2025-05-20,In-Store,Credit Card,Completed,,0,0.0
O005624,C01023,S010,2025-04-30,Online,Credit Card,Completed,,3,3.0
O005625,C01542,S005,2025-04-05,Mobile App,Gift Card,Completed,,2,2.0
O005626,C00951,S004,2025-06-04,Online,PayPal,Completed,,2,2.0
O005627,C00044,S004,2024-11-01,Mobile App,Debit Card,Completed,,4,4.0
O005628,C00603,S004,2024-01-06,Mobile App,PayPal,Completed,,3,3.0
O005629,C01732,S004,2024-01-08,Online,Credit Card,Completed,,3,3.0
O005630,C01540,S004,2024-11-04,Online,PayPal,Cancelled,M0021,3,
O005631,C00633,S006,2024-09-03,Online,Debit Card,Completed,M0019,3,3.0
O005632,C01599,S002,2024-09-12,In-Store,PayPal,Completed,,0,0.0
O005633,C00092,S004,2024-08-17,In-Store,Debit Card,Completed,M0018,0,0.0
O005634,C00759,S007,2025-05-19,Mobile App,Debit Card,Completed,,3,4.0
O005635,C00731,S007,2024-07-28,Online,Credit Card,Completed,,3,5.0
O005636,C00954,S001,2025-04-14,In-Store,Credit Card,Completed,,0,0.0
O005637,C01462,S010,2025-05-11,In-Store,Credit Card,Completed,M0032,0,0.0
O005638,C00337,S009,2024-10-11,In-Store,Debit Card,Returned,,0,0.0
O005639,C01767,S007,2024-09-10,Online,Credit Card,Completed,,2,2.0
O005640,C01318,S006,2025-02-15,Online,PayPal,Completed,M0029,3,3.0
O005641,C00700,S002,2025-01-08,Online,Credit Card,Cancelled,,2,
O005642,C00925,S006,2024-07-13,Online,Debit Card,Completed,,4,4.0
O005643,C00680,S005,2024-03-11,Online,PayPal,Cancelled,,2,
O005644,C00967,S009,2024-06-12,In-Store,Debit Card,Completed,M0014,0,0.0
O005645,C00264,S001,2024-03-28,Online,Credit Card,Completed,M0006,2,4.0
O005646,C00105,S005,2024-06-26,Mobile App,Credit Card,Completed,,4,5.0
O005647,C00224,S003,2024-06-10,Online,Credit Card,Completed,,3,4.0
O005648,C01443,S009,2024-12-09,In-Store,Credit Card,Completed,M0025,0,0.0
O005649,C00978,S001,2025-06-08,In-Store,Debit Card,Completed,,0,0.0
O005650,C00115,S006,2024-12-27,Online,Credit Card,Completed,,3,3.0
O005651,C00891,S003,2025-05-25,Online,Credit Card,Completed,,4,7.0
O005652,C01259,S001,2025-03-02,Online,PayPal,Completed,,3,7.0
O005653,C01298,S003,2025-01-22,In-Store,Credit Card,Completed,,0,0.0
O005654,C01254,S002,2024-08-23,In-Store,Credit Card,Completed,,0,0.0
O005655,C00729,S010,2024-07-11,Mobile App,PayPal,Completed,M0017,3,3.0
O005656,C00034,S008,2025-04-08,Online,PayPal,Completed,,3,3.0
O005657,C01412,S003,2025-05-12,Mobile App,Debit Card,Completed,,2,3.0
O005658,C01733,S007,2024-09-13,In-Store,Credit Card,Completed,,0,0.0
O005659,C01525,S010,2024-01-07,Online,Credit Card,Completed,M0001,4,6.0
O005660,C00895,S006,2025-03-08,Online,Debit Card,Completed,,3,3.0
O005661,C00462,S007,2024-06-22,Online,Credit Card,Completed,,3,4.0
O005662,C00449,S007,2024-01-08,In-Store,Credit Card,Completed,,0,0.0
O005663,C00829,S010,2025-03-15,Mobile App,Debit Card,Completed,,2,4.0
O005664,C01238,S001,2024-10-21,Online,Debit Card,Returned,M0020,3,3.0
O005665,C01070,S004,2024-12-27,Online,Debit Card,Returned,M0024,2,2.0
O005666,C00405,S004,2025-05-18,Online,Credit Card,Cancelled,M0032,3,
O005667,C00333,S005,2024-11-03,Online,Credit Card,Completed,,5,5.0
O005668,C00240,S010,2024-10-13,Mobile App,Credit Card,Completed,,3,7.0
O005669,C01278,S005,2024-06-24,Online,Debit Card,Completed,,2,2.0
O005670,C00228,S008,2024-07-01,Online,Credit Card,Completed,,4,5.0
O005671,C00733,S004,2025-03-10,Mobile App,Gift Card,Completed,,5,6.0
O005672,C00891,S001,2024-09-11,Online,Credit Card,Completed,M0019,2,2.0
O005673,C00166,S005,2024-04-16,Online,Credit Card,Completed,,4,6.0
O005674,C00585,S001,2024-03-07,In-Store,Debit Card,Completed,M0006,0,0.0
O005675,C00737,S003,2024-09-25,In-Store,PayPal,Completed,,0,0.0
O005676,C01535,S008,2024-09-20,In-Store,Credit Card,Cancelled,,0,
O005677,C00598,S010,2024-12-15,In-Store,Credit Card,Completed,,0,0.0
O005678,C00593,S005,2024-09-24,Online,Credit Card,Completed,,2,3.0
O005679,C00727,S007,2024-04-04,Online,Debit Card,Completed,,2,2.0
O005680,C01700,S001,2024-10-15,Mobile App,Credit Card,Completed,M0022,2,2.0
O005681,C01414,S006,2025-05-13,Online,Debit Card,Completed,,2,3.0
O005682,C01776,S008,2024-04-13,Mobile App,Credit Card,Completed,,2,5.0
O005683,C01447,S006,2024-12-29,Online,Credit Card,Cancelled,M0024,4,
O005684,C00925,S004,2024-11-23,Mobile App,Credit Card,Completed,M0023,4,4.0
O005685,C01435,S008,2025-02-06,In-Store,Debit Card,Completed,,0,0.0
O005686,C01605,S008,2024-04-08,Online,Debit Card,Completed,M0008,5,5.0
O005687,C00649,S006,2025-06-02,Online,Debit Card,Completed,,3,5.0
O005688,C01688,S008,2024-12-03,In-Store,Credit Card,Completed,,0,0.0
O005689,C00447,S006,2025-04-08,In-Store,Debit Card,Completed,,0,0.0
O005690,C01427,S004,2024-06-03,In-Store,PayPal,Completed,,0,0.0
O005691,C00097,S006,2025-01-30,Online,Debit Card,Completed,,2,2.0
O005692,C00379,S009,2025-03-01,In-Store,Debit Card,Completed,,0,0.0
O005693,C00670,S008,2024-08-15,Online,Debit Card,Completed,M0018,3,3.0
O005694,C01210,S007,2024-08-09,Online,Debit Card,Completed,,3,5.0
O005695,C01704,S005,2024-12-16,Online,PayPal,Completed,,5,8.0
O005696,C01268,S007,2024-03-06,Online,Debit Card,Completed,M0004,4,6.0
O005697,C00631,S001,2025-01-27,Mobile App,Credit Card,Completed,,3,5.0
O005698,C00708,S008,2024-01-31,Online,Debit Card,Completed,,2,2.0
O005699,C00503,S005,2024-05-02,Online,Debit Card,Completed,,2,3.0
O005700,C00288,S007,2024-12-19,In-Store,PayPal,Completed,M0024,0,0.0
O005701,C00369,S007,2024-03-09,Online,Credit Card,Completed,M0005,5,5.0
O005702,C00065,S008,2025-06-17,Mobile App,Gift Card,Cancelled,,4,
O005703,C00162,S007,2025-04-21,Online,Credit Card,Completed,,2,2.0
O005704,C00597,S006,2024-12-05,Mobile App,Gift Card,Completed,,5,5.0
O005705,C00927,S006,2025-03-23,Online,Debit Card,Completed,,3,3.0
O005706,C00571,S005,2025-05-02,Online,PayPal,Completed,,4,4.0
O005707,C00974,S005,2024-06-09,In-Store,Credit Card,Completed,M0011,0,0.0
O005708,C00662,S004,2025-04-10,In-Store,Credit Card,Completed,,0,0.0
O005709,C01442,S007,2024-05-04,In-Store,Debit Card,Completed,,0,0.0
O005710,C00481,S003,2024-08-23,Online,Credit Card,Completed,,4,5.0
O005711,C01657,S005,2024-11-09,Online,Gift Card,Completed,,3,4.0
O005712,C00269,S003,2025-01-12,In-Store,Credit Card,Completed,,0,0.0
O005713,C01791,S008,2024-01-22,Online,Credit Card,Completed,,5,5.0
O005714,C00736,S005,2024-06-24,Online,Credit Card,Completed,,2,4.0
O005715,C00567,S010,2024-11-28,Mobile App,Credit Card,Cancelled,M0023,4,
O005716,C01672,S006,2024-07-27,In-Store,Credit Card,Completed,,0,0.0
O005717,C01214,S001,2025-02-25,Mobile App,Credit Card,Cancelled,M0028,3,
O005718,C00406,S004,2024-12-14,In-Store,Credit Card,Completed,,0,0.0
O005719,C00765,S009,2024-05-27,Online,Credit Card,Completed,M0010,3,3.0
O005720,C01513,S005,2024-04-06,Online,Credit Card,Completed,,5,5.0
O005721,C01336,S001,2024-12-06,Mobile App,Credit Card,Completed,M0026,3,4.0
O005722,C01620,S004,2024-09-12,Online,PayPal,Completed,,3,3.0
O005723,C00866,S006,2024-04-19,In-Store,Credit Card,Cancelled,M0009,0,
O005724,C01713,S007,2024-07-12,Online,Debit Card,Completed,,3,3.0
O005725,C01118,S007,2024-06-30,In-Store,Credit Card,Completed,M0015,0,0.0
O005726,C00390,S008,2024-03-15,In-Store,Debit Card,Completed,M0007,0,0.0
O005727,C00547,S005,2024-11-05,In-Store,Credit Card,Completed,M0021,0,0.0
O005728,C01435,S006,2025-02-16,Mobile App,PayPal,Completed,,3,3.0
O005729,C01236,S002,2024-11-16,Online,Credit Card,Completed,M0023,2,2.0
O005730,C01662,S010,2025-03-27,In-Store,Credit Card,Completed,,0,0.0
O005731,C01393,S002,2024-03-26,Online,Debit Card,Completed,,3,3.0
O005732,C00742,S003,2024-09-03,Online,PayPal,Completed,M0019,2,2.0
O005733,C01192,S004,2024-11-28,Mobile App,Credit Card,Completed,,4,4.0
O005734,C01038,S006,2024-12-23,Online,Credit Card,Completed,M0024,4,4.0
O005735,C00586,S006,2024-12-31,In-Store,Credit Card,Completed,,0,0.0
O005736,C01588,S003,2025-01-23,Mobile App,Credit Card,Completed,,3,5.0
O005737,C00874,S001,2024-12-14,Online,Debit Card,Completed,,4,4.0
O005738,C01231,S003,2024-03-06,Online,PayPal,Completed,M0002,3,3.0
O005739,C00043,S004,2024-12-31,Online,Credit Card,Completed,,3,3.0
O005740,C00880,S009,2025-01-20,Online,Credit Card,Completed,,3,5.0
O005741,C01466,S010,2025-06-27,Online,Credit Card,Completed,M0035,3,3.0
O005742,C01539,S008,2024-12-30,Online,PayPal,Completed,,4,5.0
O005743,C00911,S004,2024-12-28,In-Store,Debit Card,Completed,,0,0.0
O005744,C00607,S007,2024-10-19,In-Store,Credit Card,Completed,,0,0.0
O005745,C01419,S009,2025-04-20,Mobile App,Credit Card,Completed,M0031,3,4.0
O005746,C00238,S002,2025-06-29,Online,Credit Card,Completed,,3,3.0
O005747,C01703,S003,2025-02-27,Online,Credit Card,Completed,M0028,2,2.0
O005748,C01555,S001,2024-11-30,Online,PayPal,Completed,M0023,2,2.0
O005749,C00719,S008,2024-02-26,Online,Debit Card,Completed,,2,3.0
O005750,C00742,S002,2025-01-21,Mobile App,PayPal,Completed,,5,5.0
O005751,C00404,S007,2025-01-08,Mobile App,Debit Card,Completed,M0024,4,4.0
O005752,C00214,S007,2025-02-25,Online,Credit Card,Completed,,2,2.0
O005753,C01592,S003,2024-03-24,Online,Credit Card,Completed,M0007,3,6.0
O005754,C00846,S002,2024-12-15,Online,Credit Card,Completed,M0024,2,4.0
O005755,C01398,S003,2024-06-27,Online,Credit Card,Completed,,3,3.0
O005756,C00132,S008,2025-02-14,In-Store,Credit Card,Completed,M0028,0,0.0
O005757,C00009,S009,2024-05-31,In-Store,Credit Card,Completed,,0,0.0
O005758,C01767,S008,2024-12-26,Mobile App,Debit Card,Completed,,4,4.0
O005759,C00153,S002,2024-06-26,Mobile App,Credit Card,Completed,,2,2.0
O005760,C00431,S009,2024-01-07,Online,PayPal,Completed,,3,3.0
O005761,C00483,S006,2024-12-07,Online,Debit Card,Completed,,3,3.0
O005762,C00305,S002,2024-03-17,Online,Credit Card,Completed,,5,5.0
O005763,C00284,S009,2024-12-17,In-Store,Credit Card,Completed,M0025,0,0.0
O005764,C00472,S005,2025-05-24,In-Store,Credit Card,Completed,M0033,0,0.0
O005765,C00993,S006,2025-06-16,Online,Gift Card,Completed,M0034,3,3.0
O005766,C00190,S001,2024-05-28,Online,Credit Card,Completed,,2,3.0
O005767,C01552,S002,2025-03-17,Online,Credit Card,Completed,,5,5.0
O005768,C00512,S001,2024-07-25,Online,Credit Card,Completed,,3,3.0
O005769,C00343,S004,2025-05-10,Mobile App,Credit Card,Completed,,3,3.0
O005770,C01454,S002,2025-03-05,In-Store,Debit Card,Completed,M0030,0,0.0
O005771,C00715,S001,2024-02-22,In-Store,Credit Card,Completed,,0,0.0
O005772,C01710,S003,2024-08-20,Online,Credit Card,Returned,,3,4.0
O005773,C00680,S004,2024-07-17,Mobile App,Gift Card,Returned,M0016,2,2.0
O005774,C01058,S004,2025-03-03,In-Store,Debit Card,Completed,,0,0.0
O005775,C00471,S003,2024-08-21,In-Store,Credit Card,Completed,,0,0.0
O005776,C01418,S002,2024-12-27,Online,Credit Card,Completed,M0025,4,6.0
O005777,C00741,S008,2024-11-26,Mobile App,Credit Card,Completed,,2,2.0
O005778,C01519,S010,2025-06-19,Mobile App,Gift Card,Completed,,4,4.0
O005779,C00513,S002,2025-05-31,Mobile App,Credit Card,Cancelled,,3,
O005780,C01346,S005,2024-08-30,In-Store,Credit Card,Completed,,0,0.0
O005781,C01139,S007,2025-01-19,Online,Debit Card,Completed,,3,3.0
O005782,C01238,S009,2025-03-29,Online,Credit Card,Completed,M0030,2,2.0
O005783,C01790,S003,2025-05-09,Online,Credit Card,Completed,,4,4.0
O005784,C00145,S001,2024-02-18,Online,PayPal,Completed,,2,3.0
O005785,C00559,S009,2024-06-30,Online,Credit Card,Completed,M0015,3,4.0
O005786,C00792,S001,2024-07-09,Online,Credit Card,Completed,M0017,3,4.0
O005787,C01202,S008,2024-09-02,Mobile App,Credit Card,Completed,M0019,4,5.0
O005788,C01749,S002,2024-04-19,In-Store,Debit Card,Completed,,0,0.0
O005789,C00360,S007,2024-10-09,In-Store,Credit Card,Completed,,0,0.0
O005790,C00285,S003,2024-12-19,Online,Credit Card,Completed,M0024,2,2.0
O005791,C01269,S006,2024-10-09,Online,PayPal,Completed,M0020,4,5.0
O005792,C00765,S006,2024-12-20,Online,Credit Card,Completed,,3,3.0
O005793,C01230,S004,2024-02-17,In-Store,PayPal,Completed,,0,0.0
O005794,C00584,S008,2025-04-25,Online,Debit Card,Completed,,3,5.0
O005795,C01758,S005,2025-06-01,Online,Credit Card,Cancelled,,5,
O005796,C01366,S007,2024-12-01,Online,Credit Card,Completed,M0023,2,3.0
O005797,C00727,S005,2025-04-28,In-Store,Debit Card,Completed,,0,0.0
O005798,C01384,S004,2024-03-28,Online,Debit Card,Returned,,5,5.0
O005799,C01523,S006,2025-03-10,Online,Debit Card,Completed,,3,3.0
O005800,C01165,S003,2024-03-21,In-Store,Debit Card,Completed,M0007,0,0.0
O005801,C00960,S006,2024-08-20,In-Store,Credit Card,Completed,,0,0.0
O005802,C01692,S006,2024-07-10,Online,Credit Card,Completed,,2,2.0
O005803,C01246,S006,2024-11-19,In-Store,Credit Card,Completed,,0,0.0
O005804,C01413,S003,2024-06-30,Online,Debit Card,Completed,M0015,3,5.0
O005805,C01354,S008,2024-12-09,Mobile App,Debit Card,Completed,,2,5.0
O005806,C00743,S004,2024-08-01,In-Store,Credit Card,Completed,,0,0.0
O005807,C01417,S002,2025-04-16,In-Store,Credit Card,Completed,M0031,0,0.0
O005808,C00654,S007,2024-12-08,Online,PayPal,Completed,,2,2.0
O005809,C00358,S008,2024-05-16,In-Store,PayPal,Completed,M0010,0,0.0
O005810,C01418,S004,2024-07-16,In-Store,Gift Card,Completed,M0016,0,0.0
O005811,C00587,S006,2025-04-08,In-Store,Credit Card,Completed,,0,0.0
O005812,C00040,S008,2024-08-10,In-Store,Credit Card,Completed,M0018,0,0.0
O005813,C00902,S005,2024-11-01,Online,Credit Card,Completed,M0020,2,2.0
O005814,C00273,S009,2024-12-13,Online,Credit Card,Completed,,3,4.0
O005815,C01444,S006,2024-07-22,In-Store,Credit Card,Completed,,0,0.0
O005816,C01094,S006,2024-06-26,Online,Credit Card,Completed,M0015,3,4.0
O005817,C00829,S002,2024-09-26,Online,Credit Card,Completed,,4,4.0
O005818,C00623,S007,2024-05-16,Online,Credit Card,Completed,,4,4.0
O005819,C00458,S009,2024-06-21,Online,Debit Card,Returned,M0015,2,4.0
O005820,C00234,S005,2024-02-14,In-Store,Credit Card,Completed,,0,0.0
O005821,C00197,S005,2024-07-01,In-Store,Credit Card,Completed,,0,0.0
O005822,C01735,S005,2024-07-09,In-Store,Credit Card,Completed,M0017,0,0.0
O005823,C01533,S001,2025-06-12,In-Store,Credit Card,Cancelled,,0,
O005824,C00536,S005,2024-11-21,In-Store,PayPal,Completed,,0,0.0
O005825,C00938,S010,2025-03-04,In-Store,Debit Card,Cancelled,M0030,0,
O005826,C00147,S008,2024-02-02,Online,PayPal,Completed,,3,3.0
O005827,C00574,S003,2024-03-14,Mobile App,Debit Card,Completed,M0007,3,3.0
O005828,C01483,S009,2025-03-20,In-Store,Debit Card,Completed,,0,0.0
O005829,C01091,S009,2024-12-04,In-Store,PayPal,Completed,,0,0.0
O005830,C00030,S006,2024-05-02,Online,Credit Card,Completed,M0009,5,5.0
O005831,C00107,S004,2024-08-19,Online,Credit Card,Completed,,4,4.0
O005832,C01702,S004,2024-11-02,Mobile App,Gift Card,Cancelled,M0021,2,
O005833,C00390,S001,2025-04-06,Mobile App,Credit Card,Completed,,4,4.0
O005834,C00879,S010,2024-02-13,In-Store,Debit Card,Completed,,0,0.0
O005835,C00406,S005,2024-11-24,Mobile App,Debit Card,Completed,M0023,2,3.0
O005836,C01145,S005,2025-01-14,Online,PayPal,Completed,,3,3.0
O005837,C01035,S005,2025-06-20,Online,PayPal,Returned,,4,4.0
O005838,C00584,S001,2025-03-16,Mobile App,Debit Card,Completed,,2,2.0
O005839,C00347,S001,2024-06-17,Online,Debit Card,Completed,,3,4.0
O005840,C01277,S010,2025-01-09,Online,Credit Card,Completed,M0027,4,4.0
O005841,C00797,S002,2025-02-16,Mobile App,Credit Card,Completed,,2,2.0
O005842,C00119,S001,2025-01-23,In-Store,Gift Card,Completed,,0,0.0
O005843,C00520,S008,2025-03-24,Online,Gift Card,Completed,M0030,3,3.0
O005844,C01239,S004,2025-05-11,In-Store,Credit Card,Completed,M0032,0,0.0
O005845,C00733,S006,2024-03-09,Mobile App,Credit Card,Completed,,4,8.0
O005846,C00080,S008,2024-03-12,In-Store,Credit Card,Completed,,0,0.0
O005847,C00419,S005,2025-03-10,In-Store,Credit Card,Completed,,0,0.0
O005848,C00584,S006,2024-06-06,Mobile App,PayPal,Completed,,3,3.0
O005849,C00712,S004,2024-02-11,In-Store,Credit Card,Completed,,0,0.0
O005850,C01709,S006,2024-08-17,Online,PayPal,Completed,M0018,3,4.0
O005851,C01313,S006,2025-03-23,Online,Debit Card,Completed,M0030,3,4.0
O005852,C00234,S003,2024-03-25,Online,Gift Card,Completed,M0006,4,4.0
O005853,C00261,S004,2024-12-22,Online,Debit Card,Completed,,3,3.0
O005854,C00933,S006,2024-01-03,Online,Credit Card,Returned,M0001,5,5.0
O005855,C00657,S008,2024-03-15,Online,PayPal,Completed,,2,2.0
O005856,C01046,S007,2024-07-23,Online,Credit Card,Completed,M0017,3,3.0
O005857,C00078,S004,2024-02-29,Online,Gift Card,Completed,,2,2.0
O005858,C00742,S003,2025-04-08,Online,Credit Card,Cancelled,,3,
O005859,C00672,S008,2025-04-18,Online,Debit Card,Completed,,4,4.0
O005860,C01038,S006,2025-02-11,Online,Credit Card,Completed,M0029,4,5.0
O005861,C01772,S008,2024-06-01,Online,Credit Card,Completed,M0012,2,2.0
O005862,C01172,S009,2024-10-24,Online,Credit Card,Completed,,5,6.0
O005863,C01686,S009,2024-04-28,In-Store,Credit Card,Completed,,0,0.0
O005864,C00030,S010,2024-06-20,Online,Gift Card,Completed,M0015,5,5.0
O005865,C00438,S009,2024-10-20,In-Store,Debit Card,Completed,,0,0.0
O005866,C01697,S010,2025-01-27,In-Store,PayPal,Completed,,0,0.0
O005867,C01797,S001,2024-03-07,Online,Gift Card,Completed,,2,2.0
O005868,C01554,S003,2024-06-27,Online,Debit Card,Completed,,3,4.0
O005869,C00063,S009,2025-05-25,Online,Credit Card,Completed,M0033,2,2.0
O005870,C01454,S004,2024-08-31,Mobile App,Debit Card,Returned,,4,4.0
O005871,C01159,S010,2025-06-01,Mobile App,Debit Card,Completed,,3,4.0
O005872,C00157,S002,2025-06-26,Online,Credit Card,Completed,,2,5.0
O005873,C00569,S001,2024-10-26,Online,Credit Card,Completed,,4,6.0
O005874,C00943,S005,2024-06-23,Online,Debit Card,Completed,M0015,2,5.0
O005875,C00777,S004,2025-03-07,Online,Credit Card,Completed,M0030,5,8.0
O005876,C00254,S005,2024-04-13,In-Store,Credit Card,Completed,M0008,0,0.0
O005877,C01007,S005,2024-06-05,Mobile App,Credit Card,Completed,M0013,4,7.0
O005878,C01211,S008,2025-03-03,Mobile App,Credit Card,Completed,,3,3.0
O005879,C00873,S006,2024-09-02,In-Store,PayPal,Completed,,0,0.0
O005880,C01403,S003,2024-05-08,Online,Debit Card,Cancelled,M0009,3,
O005881,C01351,S009,2024-12-14,Online,Credit Card,Completed,M0024,3,5.0
O005882,C00199,S008,2025-01-25,In-Store,PayPal,Completed,,0,0.0
O005883,C00881,S009,2024-03-24,In-Store,Credit Card,Cancelled,,0,
O005884,C01195,S004,2024-06-18,Online,Credit Card,Completed,,3,5.0
O005885,C01339,S008,2024-05-19,Online,Credit Card,Completed,M0010,4,4.0
O005886,C00006,S003,2024-08-07,In-Store,Credit Card,Completed,,0,0.0
O005887,C01280,S005,2025-02-16,In-Store,Credit Card,Completed,,0,0.0
O005888,C00821,S007,2025-01-12,Online,Credit Card,Returned,M0024,5,5.0
